1:...育"作为一个专有名很少出现，大多只单用一个"教"字，如《中庸》说："修道之谓教"[；]《荀子·修身》说："以善先人者谓之教"[；]《学记》说："教也者，长善而救其失者也"。在西方，教育一词源于...		  【文件名:\当代\CWAC\AEB0001.txt	文章标题:	作者:】
7683:　　第三十二条　无人继承又无人受遗赠的遗产，归国家所有[；]死者生前是集体所有制组织成员的，归所在集体所有制组织所有。		  【文件名:\当代\CWAC\LFL0288.txt	文章标题:	作者:】
7684:...两性和血缘关系的社会形式。婚姻，是为当时的社会制度所确认的男女两性互为配偶的结合[；]家庭是由一定范围内的亲属所构成的社会生活单位。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7685:...范的婚姻,如我国古代社会制度确认有"父母之命、媒妁之言"的两性结合才是合法的婚姻[；]我国现代法律规定，只有符合了法律规定的条件，并履行了法律规定的...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7686:　　从调整对象的范围来看，婚姻家庭法既调整婚姻关系，又调整家庭关系[；]既包括婚姻家庭关系的发生、变更和终止的动态运行的全过程，又包括...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7687:...，其居于从属于人身关系的依附地位。所以婚姻家庭法在性质上应认定为身份法而非财产法[；]它所调整的对象是基于婚姻家庭而产生的人身关系以及与此相联系的财...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7688:...可知,我国婚姻家庭法的各种渊源在整个法律体系中处于不同的位阶,具有不同的法律效力[；]有的适用于全国,有的只适用于一定的地区。婚姻家庭法是一个以《宪...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7689:...。离婚自由亦有两方面的内容：第一，夫妻双方有共同作出离婚决定、达成离婚协议的权利[；]或者在夫妻感情确已破裂、婚姻关系无法继续维持下去的情况下，夫妻...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7690:...姻自由原则的完整含义。结婚自由是建立婚姻关系的自由，离婚自由是解除婚姻关系的自由[；]结婚自由是实现婚姻自由的先决条件，离婚自由是结婚自由的必要补充...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7691:一夫一妻制的基本内涵是：任何人都不得同时有两个或两个以上的配偶[；]已婚者即有夫之妇、有妇之夫，在其配偶死亡或离婚前不得再行结婚。未婚男女不得同时与两个或两个以上的人结婚[；]一切公开的、隐蔽的一夫多妻、一妻多夫都是非法的，受到法律的禁止和取缔[；]违反一夫一妻制的行为要根据情节轻重，承担相应的民事、刑事责任。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7692:...平等的权利，但历史上的男尊女卑制度和思想所造成的种种影响不可能在短时期内完全消除[；]同时，妇女权利的实际行使还受着社会经济文化发展水平的制约。鉴于...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7693:...人认为，广义的家庭暴力是指对家庭成员进行肉体上以及精神上的折磨、伤害和虐待的行为[；]狭义的家庭暴力则指对家庭成员进行肉体上的摧残、虐待和伤害的行为...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7694:...人口的社会控制，即社会对人口的数量、质量、结构、分布及其社会保障的全面调控和规范[；]在微观意义上，计划生育主要指通过生育机制有计划地调节人口增长速...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7695:　　家庭是人口再生产的基本单位，社会的人口生产主要在家庭内实现[；]计划生育最重要、最现实的途径是在家庭内、夫妻间贯彻执行，因此，...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7696:...三个方面来理解和把握。第一，计划生育是每对夫妻、每个家庭对社会所承担的义务和责任[；]第二，计划生育是夫妻双方共同的义务，而不是男女一方的责任[；]第三，社会要承担贯彻计划生育基本国策的责任，为育龄夫妇履行计划...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7697:　　我国《婚姻法》第4条规定："夫妻应当相互忠实，相互尊重[；]家庭成员间应当敬老爱幼，互相帮助，维护平等、和睦、文明的婚姻家...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7698:...面理解：一方面，我国婚姻法第四条明确规定夫妻互相忠实，这是一个肯定的、明确的规定[；]另一方面，还也只是一条原则性规定、倡扬性的规定，如果当事人仅依...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7699:...如按亲属间的联系中介，可将亲属分为男系亲与女系亲、父系亲与母系亲、直系亲与旁系亲[；]按亲属的辈分，可将亲属分为长辈亲、同辈亲与晚辈亲[；]我国古代按封建宗法制度中确定的亲属的亲疏远近，将亲属分为宗亲、...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7700:　　可分为三步计算：第一步，先找到双方的同源人[；]第二步，分别从双方往上数至双方同源人,每经一代为一亲等，得出两个亲等数[；]第三步，将第二步计算出的双方至同源人的两个亲等数相加即为己身与所指亲属的亲等数。例如,计算自己与兄弟姐妹的亲等,首先找到自己与兄弟姐妹的血缘同源人即父母,分别从自己和兄弟姐妹这两边往上数至父母,两边分别为一亲等，再将两边的数字相加，则自己与兄弟姐妹为二亲等旁系血亲[；]再如计算自己和叔、伯的亲等数，首先找到双方的同源人即祖父母，再...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7701:...三步计算，与罗马法计算法相比，前两步相同，第三步不同。第一步，先找到双方的同源人[；]第二步，分别从双方往上数至双方同源人,每经一代为一亲等，得出两个亲等数[；]第三步，如两边的亲等数相同,则以此相同数为亲等数;如亲等数不同,则取其多者为亲等数。例如,计算自己与兄弟姐妹的亲等,双方同源人是父母,从自己与兄弟姐妹两边分别往上数至父母,两边都是一亲等,则自己与兄弟姐妹为一亲等旁系血亲[；]计算自己与叔、伯的亲等,双方血缘同源人是祖父母,从两边分别往上...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7702:　　（1）直系血亲的计算方法。直系血亲是从自己算起为一代,向上数至父母为二代[；]至祖父母、外祖父母为三代[；]至曾祖父母、曾外祖父母为四代;至高祖父母、高外祖父母为五代。往...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7703:...血亲的计算法。也可分为三步：第一步，首先找到自己与所要计算的旁系血亲的血缘同源人[；]第二步，从两边分别往上数代数至血缘同源人，得出两个代数[；]第三步，如果两边代数相同,其相同数为代数;如果两边代数不同,则取其多者为其代数。例如,计算自己与兄弟姐妹的代数，双方同源人是父母,从自己与兄弟姐妹两边分别往上数代数,两边都是相同数字"2",则自己与兄弟姐妹为二代旁系血亲[；]计算自己与叔、伯的代数,双方血缘同源人是祖父母,从两边分别往上...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7704:...。世界各国对结婚要件根据其意义、分类方法的不同大体上可分类为:实质要件与形式要件[；]必备要件与禁止要件[；]公益要件与私益要件。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7705:..."自纳采至纳征而婚约定。经请期、亲迎并行合卺之礼后，始为完婚。""六礼备，谓之聘[；]六礼不备，谓之奔。"据《礼记》、《仪礼》所载，六礼的具体意义为...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7706:...和非契约说两种不同观点。契约说认为，婚约即定婚契约，是对作为本约的结婚契约的预约[；]违反婚约的责任是一种违约责任。非契约说认为，定婚只是一种事实，并不具有契约性质，这种事实是按照法律规定而发生一定效力的[；]违反婚约的责任是一种侵权责任。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7707:...其次，婚约的订立需有男女双方当事人的合意，完全否定了父母或其他亲属代为订约的权利[；]只是在通常情况下要求未成年人订婚须得法定代理人父母或监护人的同...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7708:　　第二，婚约没有法律效力。只有双方完全自愿才能实际履行[；]双方同意解除婚约的，可自行解除[；]一方要求解除的，只要向对方作出意思表示即可，无需征得对方的同意...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7709:...（二）》第10条中规定了可以要求返还彩礼的几种情形：一是双方未办理结婚登记手续的[；]二是双方办理结婚登记手续但确未共同生活的[；]三是婚前给付导致给付人生活困难的。解释中规定的第二和第三两项，...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7710:...法》第7条规定："有下列情形之一的，禁止结婚：（一）直系血亲和三代以内的旁系血亲[；]（二）患有医学上认为不应当结婚的疾病。"《婚姻登记条例》第6条规定："申请结婚登记的当事人有下列情形之一的，婚姻登记管理机关不予登记：（一）未到法定结婚年龄的[；]（二）非双方自愿的[；]（三）一方或者双方已有配偶的[；]（四）属于直系血亲或者三代以内旁系血亲的[；]（五）患有医学上认为不应当结婚的疾病的。 		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7711:　　申请结婚登记时，当事人双方应当出具下列证件和证明：（1）本人的户口簿、身份证[；]（2）本人无配偶以及与对方当事人没有直系血亲和三代以内旁系血亲...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7712:...理结婚登记的当事人有下列情形之一的，婚姻登记机关不予登记：（1）未达到法定婚龄的[；]（2）非双方自愿的[；]（3）一方或双方已有配偶的[；]（4）属于直系血亲或者三代以内旁系血亲的[；]（5）患有医学上认为不应当结婚的疾病的。婚姻登记机关对当事人的...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7713:...同居生活的情形，应分别认定和处理：一是认定为事实婚姻关系，适用婚姻关系的有关规定[；]二是认定为同居关系。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7714:...姻无效制度，目的在于保证婚姻成立的法定要件的贯彻执行，促进和保护合法的婚姻的建立[；]同时对违法结婚行为起到预防和制裁的作用。目前，许多国家的法律中...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7715:1、重婚的[；]重婚是指有配偶者与他人登记结婚或者以夫妻名义同居生活的违法行为[；]		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7716:　　2、有禁止结婚的亲属关系的[；]禁止结婚的亲属关系，是指婚姻当事人属直系血亲或三代以内旁系血亲[；]		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7717:　　3、婚前患有医学上认为不应当结婚的疾病，婚后尚未治愈的[；]如婚后该疾病已治愈的或婚后才患有该疾病的，不得宣告婚姻无效。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7718:...原因不同而有区别：（1）以重婚为由申请宣告婚姻无效的，为当事人的近亲属及基层组织[；]（2）以未达法定婚龄为由申请宣告婚姻无效的，利害关系人为未达法定婚龄者的近亲属[；]（3）以由禁止结婚的亲属关系为由申请宣告婚姻无效的，利害关系人为当事人的近亲属[；]（4）以婚前患有医学上认为不应当结婚的疾病，婚后尚未治愈为由申...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7719:...告婚姻无效。人民法院审理婚姻无效案件，对婚姻效力的审理，应当作出判决，不适用调解[；]有关婚姻效力的判决一经作出，即发生法律效力。对财产分割和子女抚...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7720:...的子女与其父母的关系，适用婚姻法关于父母子女关系的规定。子女抚养，由双方协商处理[；]协商不成的，法院应根据子女利益和双方的具体情况判决。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7721:...明为当事人一方所有的除外。对同居生活期间的所的财产，由无效婚姻当事人双方协议处理[；]协议不成时，由法院根据照顾无过错方的原则判决。但对重婚导致的婚姻无效当事人财产的处理，不得侵害合法婚姻当事人的财产权益。人民法院审理重婚导致的无效婚姻案件时，涉及财产处理的，应当准许合法婚姻当事人作为有独立请求权的第三人参加诉讼。同居生活前，一方自愿赠送给对方的财物，可比照赠与关系处理[；]一方向另一方索取的财物，如果同居时间不长，或者因索要财物造成对...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7722:...向婚姻登记机关请求撤销其婚姻的，应当出具下列证明材料：（1）本人的身份证、结婚证[；]（2）能够证明受胁迫结婚的证明材料。婚姻登记机关经审查认为受胁...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7723:...务关系。财产关系指夫妻间具有经济内容的权利义务关系。夫妻人身关系决定夫妻财产关系[；]夫妻财产关系从属于夫妻人身关系。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7724:...财产关系两个方面的权利和义务是完全平等的，其内容主要包括：夫妻间人身权利义务平等[；]对夫妻共同财产有平等的处理权[；]对子女有平等的抚养权[；]相互间有平等的扶养义务与继承权等。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7725:...条规定："夫妻在婚姻关系存续期间所得的下列财产，归夫妻共同所有：(1)工资、奖金[；](2)生产、经营的收益[；](3)知识产权的收益[；](4)继承或赠与所得的财产，但本法第18条第3项规定的除外[；](5)其他应当归共同所有的财产。夫妻对共同所有的财产，有平等的...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7726:...法第十七条规定的"其他应当归共同所有的财产"：（一）一方以个人财产投资取得的收益[；]（二）男女双方实际取得或者应当取得的住房补贴、住房公积金[；]（三）男女双方实际取得或者应当取得的养老保险金、破产安置补偿费...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7727:...："有下列情形之一的，为夫妻一方的财产，双方另有约定的除外：(1)一方的婚前财产[；](2)一方因身体受到伤害获得的医疗费、残疾人生活补助费等费用[；](3)遗嘱或赠与合同中确定只归夫或妻一方的财产[；](4)一方专用的生活用品[；](5)其他应当归一方的财产。这一规定确立了我国的夫妻个人特有财...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7728:...保护。作为夫妻一方个人所有的财产，应由其本人占有、管理、支配和处分，他人无权干预[；]在离婚时，归个人所有，他人无权分割[；]在财产所有人死亡时，应划入遗产的范围，按继承法处理。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7729:...式可以是存款、婚前购置的用于个人使用的生活用品，也可以是普通的生产资料、生活资料[；]可以是动产也可以是不动产。一方的婚前财产属于夫妻个人财产，无论...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7730:...法对夫妻约定财产制的规定。随着社会的发展，夫妻财产日益增多，财产关系日趋复杂多样[；]人们的价值观念和婚姻家庭观念也发生了很大变化，个人权利意识和独...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7731:...行为能力。不具有夫妻身份者如未婚同居、婚外同居者之间的财产约定不属于夫妻财产约定[；]夫妻双方应具有完全民事行为能力，一方无行为能力，或限制行为能力...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7732:...。例如，不得为逃避对第三人的债务，而将本属于夫妻双方共有的财产约定为一方个人所有[；]再如约定的财产范围不得超出夫妻财产的范围，不得将国家、集体或他...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7733:...间财产的归属作出约定，也可以就婚前财产以及婚姻关系存续期间的财产的归属均作出约定[；]可以是夫妻的全部财产，也可以是夫妻的部分财产，法律不加限制。当...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7734:...双方即应按约定的内容享受权利、承担义务。婚姻终止分割财产时，有约定的，按约定处理[；]约定不符合法定条件部分无效的，有效部分适用约定，全部无效的，适...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7735:...财产制，且以夫妻之一方名义举债，则债务人仅为举债之一方，只能要求以该方的财产清偿[；]如果第三人不知道其财产约定状况的，无论是否以夫妻个人名义举债，...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7736:...格走向宽松，由宗教走向世俗。其发展过程可大致概括为：由禁止离婚主义到许可离婚主义[；]由专权离婚主义到平权离婚主义[；]由有责离婚主义到无责离婚主义[；]由限制离婚主义到自由离婚主义。在历史长河中，离婚立法以许可离婚...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7737:...编第1049条规定：夫妻两愿离婚者，得自行离婚。但未成年人，应得法定代理人的同意[；]同时还规定：两愿离婚的合意，应采用的书面形式，双方当事人签名，...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7738:...办理离婚登记。办理离婚登记当事人应当出具下列证件和证明材料：本人的户口簿、身份证[；]本人的结婚证[；]双方当事人共同签署的离婚协议书。离婚协议书应当载明双方当事人自...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7739:...审查办理离婚登记的当事人有下列情形之一的，婚姻登记机关不予受理：未达成离婚协议的[；]属于无民事行为能力人或者限制民事行为能力人的[；]其结婚登记不是在中国内地办理的。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7740:...么,认定夫妻感情是否确已破裂就成为正确处理离婚纠纷的关键。《婚姻法》第32条规定[；]"人民法院审理离婚案件，应当进行调解[；]如感情确已破裂，调解无效，应准予离婚。有下列情形之一，调解无效的，应准予离婚：(1)实施家庭暴力或虐待、遗弃家庭成员的[；](2)重婚或有配偶者与他人同居的[；](3)有赌博、吸毒等恶习屡教不改的[；](4)因感情不和分居满2年的[；]（5）其他导致夫妻感情破裂的情形。一方被宣告失踪，另一方提出离...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7741:...的某些离婚理由，作为通常情况下认定和掌握的标准，使某些诉讼离婚对号入座，有据可依[；]另一方面，在具体列举的基础上，又用一个相对抽象的伸缩性规定加以...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7742:...指军人一方的重大违法行为或其他严重破坏夫妻感情的行为，比如，军人重婚或与他人同居[；]军人实施家庭暴力或虐待、遗弃家庭成员的[；]军人有赌博、吸毒等恶习屡教不改的[；]以及军人有其他重大过错导致夫妻感情破裂的情形等。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7743:...，尽量调解和好或判决不准离婚。如果夫妻关系恶化，婚姻已经破裂，确实不能继续维持的[；]人民法院认为确有离婚之必要的，应通过军人所在部队团以上的政治机...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7744:...妻身份关系的解除，夫妻互相扶养的义务也同时解除，任何一方不再有要求对方扶养的权利[；]任何一方也不再承担扶养对方的义务。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7745:　　《婚姻法》第39条规定："离婚时，夫妻的共同财产由双方协议处理[；]协议不成时，由人民法院根据财产的具体情况，照顾子女和女方权益的...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7746:...方，对特定物包括有经济价值的纪念物，不宜分割的，可根据财产的来源，分给获得者一方[；]对当年无收益的种植业、养殖业，应当分给继续经营的一方[；]对未分割上述财产的地方，可分给其他财产或作价补偿[；]对生活必需品，要考虑双方和子女生活需要，实事求是的合理分割。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7747:...姻关系存续期间所得的法定共有财产归夫妻共同所有。即一方或双方劳动所得的工资、奖金[；]一方或双方生产经营的收益[；]一方或双方知识产权的收益[；]一方或双方由继承或赠与所得的财产，但遗赠或赠与合同中确定只归夫或妻一方的除外[；]其他应当归夫妻共同所有的财产。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7748:...（6）婚姻关系存续期间，下列财产属于共同所有的财产：一方以个人财产投资取得的收益[；]男女双方实际取得或者应当取得的住房补贴、住房公积金[；]男女双方实际取得或者应当取得的养老保险金、破产安置补偿费。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7749:　　(1)夫妻一方的个人财产，主要包括：夫妻一方婚前个人所有财产[；]一方因身体受到伤害获得的医疗费、残疾人生活补助费等费用，遗嘱或赠与合同中确定只归夫或妻一方的财产[；]一方专用的生活用品[；]夫妻书面约定(或口头约定双方无争议)婚后所得归各自所有的部分[；]其他应当归一方的财产。婚前各自为结婚所准备的物品[；]军人的伤亡保险金、伤残补助金、医药生活补助费[；]婚后双方对婚前一方所有的房屋进行过修缮、装修、原拆原建，离婚时未变更产权的，房屋仍归产权人所有，增值部分中属于另一方应得的份额，由房屋所有人折价补偿另一方。婚前个人财产在婚后共同生活中自然毁损、消耗、灭失、离婚时一方要求以夫妻共同财产抵偿的，不予支持[；]离婚时一方尚未取得经济利益的知识产权，归一方所有，在分割夫妻共...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7750:...过半数股东同意、其他股东明确表示放弃优先购买权的，该股东的配偶可以成为该公司股东[；]（二）夫妻双方就出资额转让份额和转让价格等事项协商一致后，过半...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7751:...对方时，按以下情形分别处理：（一）其他合伙人一致同意的，该配偶依法取得合伙人地位[；]（二）其他合伙人不同意转让，在同等条件下行使优先受让权的，可以对转让所得的财产进行分割[；]（三）其他合伙人不同意转让，也不行使优先受让权，但同意该合伙人退伙或者退还部分财产份额的，可以对退还的财产进行分割[；]（四）其他合伙人既不同意转让，也不行使优先受让权，又不同意该合...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7752:...）一方主张经营该企业的，对企业资产进行评估后，由取得企业一方给予另一方相应的补偿[；]（二）双方均主张经营该企业的，在双方竞价基础上，由取得企业的一方给予另一方相应的补偿[；]（三）双方均不愿意经营该企业的，按照《中华人民共和国个人独资企...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7753:...益、照顾子女利益、照顾无过错方的原则分给一方所有，分得住房的一方给另一方经济补偿[；]如果双方情况相当，应优先照顾女方。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7754:...民法院按以下情形分别处理：（一）双方均主张房屋所有权并且同意竞价取得的，应当准许[；]（二）一方主张房屋所有权的，由评估机构按市场价格对房屋作出评估，取得房屋所有权的一方应当给予另一方相应的补偿[；]（三）双方均不主张房屋所有权的，根据当事人的申请拍卖房屋，就所...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7755:...之一的，离婚后，双方均可承租：(1)婚前由一方承租的公房，婚姻关系存续5年以上的[；](2)婚前一方承租的本单位的房屋，离婚时，双方均为本单位职工的[；](3)一方婚前借款投资建房取得的公房承租权，婚后夫妻共同偿还借款的[；](4)婚后一方或双方申请取得公房承租权的[；](5)婚前一方承租的公房，婚后因该承租房屋拆迁而取得房屋承租权的[；](6)夫妻双方单位投资联建或联合的购置的公有房屋的[；](7)一方将其承租的本单位的房屋，交回原单位或交给另一方单位后，另一方单位另给调换房屋的[；](8)婚前双方均租有公房，婚后合并调换房屋的[；](9)其他应当认定为夫妻双方均可承租的情形。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7756:　　夫妻双方均可承租的公房，应依照下列原则予以处理：(1)照顾抚养子女的一方[；](2)男女双方在同等条件下，照顾女方[；](3)照顾残疾或生活困难一方[；](4)照顾无过错一方[；]对夫妻双方均可承租的公房而由一方承租的，承租方对另一方可给予适...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7757:　　夫妻双方均可承租的公房，如其面积较大能够隔开分别居住使用的，可由双方分别租住[；]对可以另调房屋分别租住或承租方给另一方解决住房的，可予准许。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7758:...条规定："承包期内，妇女结婚，在新居住地未取得承包地的，发包方不得收回其原承包地[；]妇女离婚或者丧偶，仍在原居住地生活或者不在原居住地生活但在新居...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7759:...所负的债务，应当共同偿还。共同财产不足清偿的，或财产归各自所有的，由双方协议清偿[；]协议不成时，由人民法院判决。"从本条款规定可以看出，分清债务的...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7760:　　夫妻共同债务主要包括：夫妻为共同生活或为履行抚养、扶养、赡养义务所负的债务[；]个体工商户、农村承包经营户夫妻双方共同经营所欠的债务及一方从事经营，其收入主要用于家庭共同生活所欠的债务[；]在婚姻关系存续期间，一方因分家析产所得的债务[；]夫妻一方受另一方虐待，无法共同生活离家出走，出走方为日常生活所需开支及治疗疾病、抚养子女所欠债务。夫妻共同生活所负的债务，应当共同偿还，主要分三种情况，一是财产归夫妻共同所有的，则由夫妻以共同财产来清偿[；]二是双方虽有共同财产，但不足以清偿共同债务，则由双方协议清偿，协议不成，由人民法院判决[；]三是财产归各自所有的，由双方协议清偿，协议不成，由人民法院判决...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7761:...人债务主要包括：夫妻双方约定由个人所负担的债务，但以逃避债务规避法律为目的的除外[；]一方未经对方同意，擅自资助没有扶养义务的亲朋所负的债务[；]一方未经对方同意，独自筹资从事经营活动，其收入未用于共同生活所负的债务[；]一方因个人实施违法行为所负的债务[；]一方为满足私欲而挥霍所负的债务[；]婚姻关系存续期间，双方因关系恶化而分居，一方从事经营所负的债务...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7762:...理，应注意符合婚姻法的立法本意：既要保护夫妻的共同财产，也要保护债权人的合法权益[；]既要保护夫妻的共同利益，也要维护男女双方的个人利益。因此，最高...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7763:...权向另一方请求补偿。当然，请求补偿权是一项民事权利，当事人有权利行使也有权利放弃[；]当事人自愿放弃的，法律并不对其加以干涉。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7764:...时，如一方生活困难，另一方应从其住房等个人财产中给予适当帮助。具体办法由双方协议[；]协议不成时，由人民法院判决。"可见，离婚虽终止了夫妻间的扶养义...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7765:...方的经济帮助与夫妻共同财产的分割相混淆。经济帮助是一方对另一方所作的有条件的帮助[；]而共同财产分割是夫妻双方对共同财产依法享有的权利。如果一方所得...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7766:...随父方生活：(1)患有久治不愈的传染性疾病或其他严重疾病，子女不宜与其共同生活的[；](2)有抚养条件不尽抚养义务，而父方要求子女随其生活的[；](3)因其他原因，子女确无法随母方生活的。父母双方协议两周岁以...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7767:...一方有下列情形之一的，可予优先考虑：(1)已做绝育手术或因其他原因丧失生育能力的[；](2)子女随其生活时间较长，改变生活环境对子女健康成长明显不利的[；](3)无其他子女，而另一方有其他子女的[；](4)子女随其生活，对子女成长有利，而另一方患有久治不愈的传染...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7768:...，对方未表示反对，并与该子女形成事实收养关系的，离婚后，应由双方负担子女的抚养费[；]夫或妻一方收养的子女，对方始终反对的，离婚后，应由收养方抚养该...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7769:...父母的抚养条件发生了重大变化，或者子女要求改变抚养归属，可由双方协议变更抚养关系[；]协议不成时，人民法院可根据子女利益和双方的具体情况判决。一方要求变更子女抚养关系并有下列情况之一的，应予支持：(1)与子女共同生活的一方因患严重疾病或因伤残无力继续抚养子女的[；](2)与子女共同生活的一方不尽抚养义务或有虐待子女行为，或其与子女共同生活对子女身心健康确有不利影响的[；](3)10周岁以上未成年子女愿随另一方生活，该方又有抚养能力的[；](4)有其他正当理由需要变更的。		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7770:...方应负担必要的生活费和教育费的一部或全部，负担费用的多少和期限的长短，由双方协议[；]协议不成时，由人民法院判决。关于子女生活费和教育费的协议或判决...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
7771:...费的负担是强制性的法定义务。父母离婚后，子女由母方抚养时，父方应负担必要的抚育费[；]子女由父方抚养时，母方也应负担必要的抚育费。只有在个别情况下，...		  【文件名:\当代\CWAC\LFM0289.txt	文章标题:	作者:】
